ARMEEVOISIN TYR boh 
ARMEEVOISIN TYR mun 
ARMEEVOISIN TYR vie 
ARMEEVOISIN TYR pie 
ARMEEVOISIN TYR tri 
ARMEEVOISIN TYR ven 
ARMEEVOISIN ukr gal 
ARMEEVOISIN ukr mos 
ARMEEVOISIN ukr rum 
ARMEEVOISIN ukr sev 
ARMEEVOISIN ukr war 
ARMEEVOISIN war gal 
ARMEEVOISIN war lvn 
ARMEEVOISIN war mos 
ARMEEVOISIN war pru 
ARMEEVOISIN war sil 
ARMEEVOISIN war ukr 
ARMEEVOISIN ven apu 
ARMEEVOISIN ven pie 
ARMEEVOISIN ven rom 
ARMEEVOISIN ven tus 
ARMEEVOISIN ven tri 
ARMEEVOISIN ven TYR 
ARMEEVOISIN vie boh 
ARMEEVOISIN vie bud 
ARMEEVOISIN vie gal 
ARMEEVOISIN vie tri 
ARMEEVOISIN vie TYR 
ARMEEVOISIN yor edi 
ARMEEVOISIN yor lon 
ARMEEVOISIN yor lvp 
ARMEEVOISIN yor wal 

;----------------
; voisinage pour les flottes
;----------------

FLOTTEVOISIN ADR alb 
FLOTTEVOISIN ADR apu 
FLOTTEVOISIN ADR ion 
FLOTTEVOISIN ADR tri 
FLOTTEVOISIN ADR ven 
FLOTTEVOISIN alb ADR 
FLOTTEVOISIN alb gre 
FLOTTEVOISIN alb ion 
FLOTTEVOISIN alb tri 
FLOTTEVOISIN ank ARM 
FLOTTEVOISIN ank con 
FLOTTEVOISIN ank BLA 
FLOTTEVOISIN apu ADR 
FLOTTEVOISIN apu ion 
FLOTTEVOISIN apu nap 
FLOTTEVOISIN apu ven 
FLOTTEVOISIN ARM ank 
FLOTTEVOISIN ARM BLA 
FLOTTEVOISIN ARM sev 
FLOTTEVOISIN MID NAT 
FLOTTEVOISIN MID bre 
FLOTTEVOISIN MID spanc 
FLOTTEVOISIN MID spasc
FLOTTEVOISIN MID gas 
FLOTTEVOISIN MID IRI 
FLOTTEVOISIN MID ENG 
FLOTTEVOISIN MID WES 
FLOTTEVOISIN MID naf 
FLOTTEVOISIN MID por 
FLOTTEVOISIN NAT MID 
FLOTTEVOISIN NAT lvp 
FLOTTEVOISIN NAT cly 
FLOTTEVOISIN NAT IRI 
FLOTTEVOISIN NAT NRG 
FLOTTEVOISIN bal ber 
FLOTTEVOISIN bal BOT 
FLOTTEVOISIN bal den 
FLOTTEVOISIN bal kie 
FLOTTEVOISIN bal lvn 
FLOTTEVOISIN bal pru 
FLOTTEVOISIN bal swe 
FLOTTEVOISIN bar nwy 
FLOTTEVOISIN bar NRG 
FLOTTEVOISIN bar stpnc 
FLOTTEVOISIN bel hol 
FLOTTEVOISIN bel ENG 
FLOTTEVOISIN bel NTH 
FLOTTEVOISIN bel pic 
FLOTTEVOISIN ber bal 
FLOTTEVOISIN ber kie 
FLOTTEVOISIN ber pru 
FLOTTEVOISIN BOT bal 
FLOTTEVOISIN BOT fin 
FLOTTEVOISIN BOT lvn 
FLOTTEVOISIN BOT stpsc 
FLOTTEVOISIN BOT swe 
FLOTTEVOISIN bre MID 
FLOTTEVOISIN bre gas 
FLOTTEVOISIN bre ENG 
FLOTTEVOISIN bre pic 
FLOTTEVOISIN bulec con 
FLOTTEVOISIN bulec BLA 
FLOTTEVOISIN bulec rum 
FLOTTEVOISIN bulsc con 
FLOTTEVOISIN bulsc AEG 
FLOTTEVOISIN bulsc gre 
FLOTTEVOISIN cly NAT 
FLOTTEVOISIN cly edi
FLOTTEVOISIN cly lvp
FLOTTEVOISIN cly NRG
FLOTTEVOISIN con ank 
FLOTTEVOISIN con bulec 
FLOTTEVOISIN con bulsc 
FLOTTEVOISIN con AEG 
FLOTTEVOISIN con BLA 
FLOTTEVOISIN con smy 
FLOTTEVOISIN den bal 
FLOTTEVOISIN den hel 
FLOTTEVOISIN den kie 
FLOTTEVOISIN den NTH 
FLOTTEVOISIN den ska 
FLOTTEVOISIN den swe 
FLOTTEVOISIN edi cly 
FLOTTEVOISIN edi NTH 
FLOTTEVOISIN edi NRG 
FLOTTEVOISIN edi yor 
FLOTTEVOISIN AEG bulsc 
FLOTTEVOISIN AEG con 
FLOTTEVOISIN AEG gre 
FLOTTEVOISIN AEG ion 
FLOTTEVOISIN AEG EAS 
FLOTTEVOISIN AEG smy 
FLOTTEVOISIN spasc mar 
FLOTTEVOISIN spanc MID 
FLOTTEVOISIN spanc gas 
FLOTTEVOISIN spanc por 
FLOTTEVOISIN spasc MID 
FLOTTEVOISIN spasc GOL 
FLOTTEVOISIN spasc WES 
FLOTTEVOISIN spasc por 
FLOTTEVOISIN fin BOT 
FLOTTEVOISIN fin stpsc 
FLOTTEVOISIN fin swe 
FLOTTEVOISIN gas MID 
FLOTTEVOISIN gas bre 
FLOTTEVOISIN gas spanc 
FLOTTEVOISIN GOL spasc 
FLOTTEVOISIN GOL mar 
FLOTTEVOISIN GOL WES 
FLOTTEVOISIN GOL TYN 
FLOTTEVOISIN GOL pie 
FLOTTEVOISIN GOL tus 
FLOTTEVOISIN gre alb 
FLOTTEVOISIN gre bulsc 
FLOTTEVOISIN gre AEG 
FLOTTEVOISIN gre ion 
FLOTTEVOISIN hel den 
FLOTTEVOISIN hel hol 
FLOTTEVOISIN hel kie 
FLOTTEVOISIN hel NTH 
FLOTTEVOISIN hol bel 
FLOTTEVOISIN hol hel 
FLOTTEVOISIN hol kie 
FLOTTEVOISIN hol NTH 
FLOTTEVOISIN ion ADR 
FLOTTEVOISIN ion alb 
FLOTTEVOISIN ion apu 
FLOTTEVOISIN ion AEG 
FLOTTEVOISIN ion gre 
FLOTTEVOISIN ion EAS 
FLOTTEVOISIN ion TYN 
FLOTTEVOISIN ion nap 
FLOTTEVOISIN ion tun 
FLOTTEVOISIN IRI MID 
FLOTTEVOISIN IRI NAT 
FLOTTEVOISIN IRI lvp 
FLOTTEVOISIN IRI ENG 
FLOTTEVOISIN IRI wal 
FLOTTEVOISIN kie bal 
FLOTTEVOISIN kie ber 
FLOTTEVOISIN kie den 
FLOTTEVOISIN kie hel 
FLOTTEVOISIN kie hol 
FLOTTEVOISIN lvn bal 
FLOTTEVOISIN lvn BOT 
FLOTTEVOISIN lvn pru 
FLOTTEVOISIN lvn stpsc 
FLOTTEVOISIN lon ENG 
FLOTTEVOISIN lon NTH 
FLOTTEVOISIN lon wal 
FLOTTEVOISIN lon yor 
FLOTTEVOISIN lvp NAT 
FLOTTEVOISIN lvp cly 
FLOTTEVOISIN lvp IRI 
FLOTTEVOISIN lvp wal 
FLOTTEVOISIN ENG MID 
FLOTTEVOISIN ENG bel 
FLOTTEVOISIN ENG bre 
FLOTTEVOISIN ENG IRI 
FLOTTEVOISIN ENG lon 
FLOTTEVOISIN ENG NTH 
FLOTTEVOISIN ENG wal 
FLOTTEVOISIN ENG pic 
FLOTTEVOISIN mar spasc 
FLOTTEVOISIN mar GOL 
FLOTTEVOISIN mar pie 
FLOTTEVOISIN WES MID 
FLOTTEVOISIN WES spasc 
FLOTTEVOISIN WES GOL 
FLOTTEVOISIN WES TYN 
FLOTTEVOISIN WES naf 
FLOTTEVOISIN WES tun 
FLOTTEVOISIN EAS AEG 
FLOTTEVOISIN EAS ion 
FLOTTEVOISIN EAS smy 
FLOTTEVOISIN EAS syr 
FLOTTEVOISIN TYN GOL 
FLOTTEVOISIN TYN ion 
FLOTTEVOISIN TYN WES 
FLOTTEVOISIN TYN nap 
FLOTTEVOISIN TYN rom 
FLOTTEVOISIN TYN tus 
FLOTTEVOISIN TYN tun 
FLOTTEVOISIN naf MID 
FLOTTEVOISIN naf WES 
FLOTTEVOISIN naf tun 
FLOTTEVOISIN nap apu 
FLOTTEVOISIN nap ion 
FLOTTEVOISIN nap TYN 
FLOTTEVOISIN nap rom 
FLOTTEVOISIN nwy bar
FLOTTEVOISIN nwy NTH 
FLOTTEVOISIN nwy NRG 
FLOTTEVOISIN nwy ska 
FLOTTEVOISIN nwy stpnc 
FLOTTEVOISIN nwy swe 
FLOTTEVOISIN BLA ank 
FLOTTEVOISIN BLA ARM 
FLOTTEVOISIN BLA bulec 
FLOTTEVOISIN BLA con 
FLOTTEVOISIN BLA rum 
FLOTTEVOISIN BLA sev 
FLOTTEVOISIN NTH bel 
FLOTTEVOISIN NTH den 
FLOTTEVOISIN NTH edi 
FLOTTEVOISIN NTH hel 
FLOTTEVOISIN NTH hol 
FLOTTEVOISIN NTH lon 
FLOTTEVOISIN NTH ENG 
FLOTTEVOISIN NTH nwy 
FLOTTEVOISIN NTH NRG 
FLOTTEVOISIN NTH ska 
FLOTTEVOISIN NTH yor 
FLOTTEVOISIN NRG NAT 
FLOTTEVOISIN NRG bar 
FLOTTEVOISIN NRG cly 
FLOTTEVOISIN NRG edi 
FLOTTEVOISIN NRG nwy 
FLOTTEVOISIN NRG NTH 
FLOTTEVOISIN wal IRI 
FLOTTEVOISIN wal lon 
FLOTTEVOISIN wal lvp 
FLOTTEVOISIN wal ENG 
FLOTTEVOISIN pic bel 
FLOTTEVOISIN pic bre 
FLOTTEVOISIN pic ENG 
FLOTTEVOISIN pie GOL 
FLOTTEVOISIN pie mar 
FLOTTEVOISIN pie tus 
FLOTTEVOISIN por MID 
FLOTTEVOISIN por spanc 
FLOTTEVOISIN por spasc 
FLOTTEVOISIN pru bal 
FLOTTEVOISIN pru ber 
FLOTTEVOISIN pru lvn 
FLOTTEVOISIN rom TYN 
FLOTTEVOISIN rom nap 
FLOTTEVOISIN rom tus
FLOTTEVOISIN rum bulec 
FLOTTEVOISIN rum BLA 
FLOTTEVOISIN rum sev 
FLOTTEVOISIN sev ARM 
FLOTTEVOISIN sev BLA 
FLOTTEVOISIN sev rum 
FLOTTEVOISIN ska den 
FLOTTEVOISIN ska nwy 
FLOTTEVOISIN ska NTH 
FLOTTEVOISIN ska swe 
FLOTTEVOISIN smy con 
FLOTTEVOISIN smy AEG 
FLOTTEVOISIN smy EAS 
FLOTTEVOISIN smy syr 
FLOTTEVOISIN stpnc bar 
FLOTTEVOISIN stpnc nwy 
FLOTTEVOISIN stpsc BOT 
FLOTTEVOISIN stpsc fin 
FLOTTEVOISIN stpsc lvn
FLOTTEVOISIN swe bal 
FLOTTEVOISIN swe BOT 
FLOTTEVOISIN swe den
FLOTTEVOISIN swe fin 
FLOTTEVOISIN swe nwy 
FLOTTEVOISIN swe ska 
FLOTTEVOISIN syr smy 
FLOTTEVOISIN syr EAS
FLOTTEVOISIN tus GOL 
FLOTTEVOISIN tus TYN 
FLOTTEVOISIN tus pie 
FLOTTEVOISIN tus rom 
FLOTTEVOISIN tri ADR 
FLOTTEVOISIN tri alb 
FLOTTEVOISIN tri ven 
FLOTTEVOISIN tun ion 
FLOTTEVOISIN tun WES 
FLOTTEVOISIN tun TYN 
FLOTTEVOISIN tun naf 
FLOTTEVOISIN ven ADR 
FLOTTEVOISIN ven apu 
FLOTTEVOISIN ven tri 
FLOTTEVOISIN yor edi 
FLOTTEVOISIN yor lon 
FLOTTEVOISIN yor NTH


